alışık	familiar, accustomed to	adj
ama	but	conj
ama	but, yet, still	conj
ama	however	conj
amatör	amateur	noun
amaç	aim, goal, purpose	noun
amaç	goal	noun
amaç	purpose	noun
amaç	target	noun
amaçlamak	to aim, to intend	verb
amaçlamak	to purpose	verb
ambalaj	package	noun
ambar	storehouse	noun
ambargo	embargo	noun
ambulans	ambulance	noun
amca	(paternal) uncle	noun
amca	uncle [father's brother]	noun
ameliyat	operation	noun
ameliyat	surgery, operation	noun
amino asit	amino acid	noun
amir	chief	noun
amir	commander	noun
amper	ampere	noun
ampul	lightbulb	noun
an	moment	noun	bir anda: in a moment
ana	main	adj	ana akım: mainstream
ana	mother	noun	ana baba: parents
ana	mum [Br.] [coll.]	noun
anabilim	department	noun
anadil	mother tongue	noun
anahtar	key	noun
analitik geometri	analytic geometry	noun
analitik	analytical	adj
analiz	analysis	noun
ananas	pineapple [Ananas comosus]	noun
anarşi	anarchy	noun
anarşizm	anarchism	noun
anasayfa	homepage	noun
anatomik	anatomical	adj
anavatan	motherland	noun
anayasa	constitution	noun
anayasal	constitutional	adj
ancak [gelecek hafta]	not until [next week]	adv
ancak	however	conj
ancak	though	conj
ancak	yet	conj
ani	moment	noun	aniden: suddenly
ani	sudden	adj
aniden	suddenly	adv
anjiyoloji	angiology	noun
anka	phoenix	noun
anket	questionnaire, survey	noun
anlam çıkarmak	to conclude	verb
anlam	meaning; sense	noun
anlam	sense	noun
anlamak	to grasp	verb
anlamak	to understand	verb
anlamlandırmak	to make meaningful	verb
anlamlı	meaningful	adj
anlamsız	meaningless	adj
anlamına gelmek	to mean	verb
anlamında olmak	to mean	verb
anlatmak	to tell	verb
anlatı	narration	noun
anlatıcı	narrator	noun
anlatım	exposition	noun
anlatım	expression	noun
anlayış	understanding	noun
anlayışlı	understanding, considerate	adj
anlaşmak	to agree	verb
anlaşmazlık	disagreement	noun
anmak	to commemorate	verb
anmak	to recollect	verb
anmak	to remember	verb
anne ve baba	parents	noun
anne	mother	noun
anne	mum [Br.] [coll.]	noun
anneanne	grandmother	noun
anons	announcement	noun
anormal	abnormal	adj
ansiklopedi	encyclopedia	noun
ansızın	suddenly, all of a sudden	adv
ant içmek	to swear [oath]	verb
anten	antenna	noun
antibiyotik	antibiotic	noun
antik	ancient	adj
antik	antique, old	adj
antika	ancient	adj
antlaşma	agreement; treaty	noun
antoloji	anthology	noun
anı	memory	noun
anımsamak	to remember	verb
anımsamak	to remember, to recall	verb
anında	immediately	adv
anıt	monument	noun
apandisit	appendicitis	noun
aparat	machine	noun
apartman	apartment building	noun
apaçık	wide open; obvious	adj
aperitif	aperitive	noun
aptal	fool	noun
aptal	idiotic	adj
aptal	silly	adj
aptal	stupid, fool	adj
ara	break	noun	bir ara: for a while	bu arada: meanwhile, by the way	ara sıra: sometimes	ara vermek: to adjourn
ara	intermediate	adj	aranızda: among you
araba	car	noun
arabesk	arabesque	noun
aracılık	mediation	noun
aracılığıyla	by [via: using the means of]	adv
aracılığıyla	through	adv
arada sırada	sometimes	adv
arada	between	adv
araknoloji	arachnology	noun
aralamak	to space, to open out	verb
aralarında	among	prep
aralık <ara., ar., r.>	December <Dec.>	noun
aralık	distance	noun
aralık	interval, gap; December	noun
arama	exploration	noun
arama	search	noun	üst araması: body search
aramak	to call [telephone]	verb
aramak	to look for	verb
aramak	to search	verb
aramak	to seek	verb
aranan	wanted	adj
aranılan	in demand	noun
aranızda	among you	prep
arasında	among	prep
arasında	between	prep
arasında	under	prep
arasından	through	adv
arasıra	occasionally	adv
aratmak	to call	verb
arayüz	interface	noun
arayış	search	noun
arazi	land; fields	noun
araç	tool, vehicle	noun
araç	vehicle	noun
araştırma	research	noun
araştırma	research, investigation	noun
araştırmacı	researcher	noun
araştırıcı	researcher, investigator	noun
ardından	following	adv
arena	arena	noun
argüman	argument	noun
arka plan	background	noun
arka tarafında	behind	adv
arka	back	noun	arka tarafta: at the back
arkadaş	friend	noun
arkadaşlık	friendship	noun
arkasında	behind	prep
arkeoastronomi	archaeoastronomy	noun
arkeoastronomi	archeoastronomy [Am.]	noun
arkeogenetik	archaeogenetics [treated as sg.]	noun
arkeogenetik	archeogenetics [treated as sg.] [Am.]	noun
arkeoloji	archeology	noun
armağan	gift	noun
armağan	gift, present	noun
armağan	present	noun
armut	pear [Pyrus communis, common pear]	noun
