ökse ardıç kuşu [Turdus viscivorus]	mistle thrush	noun
öksürük otu [Tussilago farfara]	coltsfoot	noun
ön ad	first name	noun
önce gelmek	forego	verb
önce gitmek	forego	verb
önceki gün	the day before yesterday	adv
özlem duymak	to long for	verb
özlem duymak	to miss	verb
özür dileme	apology	noun
özür dilemek	to apologise [Br.]	verb
özür dilemek	to apologize	verb
özür dilemek	to excuse	verb
öğle yemeği	lunch	noun
öğleden sonra	afternoon	noun
öğleden sonra	in the afternoon	adv
öğleden önce	forenoon	noun
ümit etmek	to hope	verb
üst taraf	top	noun
üç bin	three thousand	noun
üç yüz	three hundred	noun
İsmin ne?	What's your name?	phrase
İyi akşamlar!	Good evening!	phrase
İyi geceler!	Good night! <Gn8>	phrase
İyi günler!	Good afternoon!	phrase
İyi günler!	Good day! [Br.]	phrase
İyi şanslar!	Good luck!	phrase
İşin içinde iş var mı?	What's the catch?	phrase
İşte bu!	Way to go!	phrase
ışık yılı <IY>	light year <ly>	noun
şaka mı yapıyorsun?	Are you kidding?	phrase
şaka yapıyorum.	I'm just kidding.	phrase
şansın açık olsun!	Good luck!	phrase
şarkı söylemek	to sing	verb
şimdiki zaman	present	noun
şimdiye kadar	so far	adv
şnorkelle yüzmek	to snorkel	verb
şu an	present	noun
şu anda	now	adv
şüphesi olmak	to doubt	verb
şüphesiz ki	indeed	adv
